app,userName,at,score,title,content
Unacademy,Niloy44,,2,Freezes in ios.,"Worst experience of this aap in ios. I am watching in my ipad ,it always freezes . Im not able to do my classes properly. Please fix this problem"
Unacademy,Attada09,,1,Worst software,Worst Software.  Video stops itself when watching class and never starts again at that time need to wait for long time to continue that video. Very poor software
Unacademy,Rishika khandal,,2,Lag in recordings,No doubt at such a affordable rates their content is worth it but they must bring update to make the app more smooth are most of the time the recorded videos are lagging
Unacademy,astha123,,1,Worst app! Total fraud. NEVER EVEN THINK ABOUT GETTING THIS APP.,I never knew I’d be wasting my money while getting the subscription.It’s literally the worst app and the customer care team is really really bad and arrogant. Despite getting the app in march itself I still haven’t received my notes which I was promised. I tried contacting the support team but no response. After so long i am tired. I hope this app gets banned as they are just taking money and offering nothing in return
Unacademy,Udit99,,1,Hell for IOS users,Some classes doesn’t even play on IOS Unacademy app
Unacademy,MENISH RAJ,,1,The worst app - Unacademy got Neet PG,"Zero star application. The educators are great. Their teachings are great. But the rest of the whole services is worse than anything imaginable. Third class feedback system, Your queries & complains mean nothing to them. I got scammed…& now they are not answering my genuine concerns. Teachers are good, the rest everything - notes, pdf downloads, feedback & complains everything worst level."
Unacademy,Sugias4,,1,Worst app,Worst app only looting us👎
Unacademy,prashant khanna,,1,Unacademy team calling continues,Hello iam using Unacademy so they people calling continuously for subscriptions don’t do this
Unacademy,Parul..,,1,Worst App Ever,Bakwass app haiii pagal bnate hai ek bar subscription dene ke bad phn ni uthate na inki pdf download hoti na notes provide krwate yee iconic subcription lene ke bad bhi
Unacademy,Himanshu1009,,3,Problem with interface,"Whenever any notifications comes up or we switch app ,the next time video plays for like a minute and screen dims itself video stops playing And closes the app. It is longest running inconvenience in apple device. Please sort it out."
Unacademy,varshneet pg,,1,Not responding to queries,Before purchasing they were calling frequently but after purchasing I have a issue on downloading pdf and when I call they are not responding at all … Think twice before purchasing
Unacademy,MEGHA (mg),,1,Video stops suddenly.. app keeps crashing,What a idiotic app developers.. the app keeps crashing and the video pauses while the audio continues.. very much time waste.. waste of money to buy subscription.. highly regret
Unacademy,Aaravarpit,,3,Unacademy,Please provide download option and also class notes are not available
Unacademy,Rishirajq,,1,Unable to fast forward videos,I am unable to fast forward videos and video frames are freezing in between.
Unacademy,Tusshhhaaaarrrrr,,1,Very slow,Very slow and glitchy application takes a lot of time to load the videos and doesn’t even respond at most of the times.
Unacademy,Att1kkaa23,,1,No support on browser for iPad and app is very dull when compared to pc browser experience,Take this app to the level of your chrome browser experience
Unacademy,Open opne now,,5,Good learning 📚,Downloaded now
Unacademy,Nishita bhati,,2,Fraud,To sell subscriptions they told me that they will provide me and other students too complete notes before classes will start but after a week they stopped responding to my calls and mails about it they completely ignored they are not providing any notes in any of the subscriptions if they say notes they mean normal basic PPT from which teachers teaches nothing else …..
Unacademy,ग़लत सूचना देकर पेमेंट लिया,,1,किसी ग़रीब को ग़लत इनफार्मेशन देकर पैसे नहीं लेने चाहिए,ग़लत बता कर पेमेंट करवाया इन्होंने
Unacademy,12sds12,,1,About medium of material for hindi students,"Unacdemy team call me when i open their app, and then explain me about courses that they will provide material in both languages and batch is started in hindi medium but teacher said use your dictionary 😂😂😂, this was very funny, totally waste of money for hindi medium student, they claim that having india’s so called best teacher but i dont think so."
Unacademy,vinni_sk,,1,Worst Subscription ever,They will only arrange a call and assistance for Sales dept…not for resolving ur queries and doubts…the sales team is not there for you after you pay fees…then you will be on your own…which course to enroll
Unacademy,tanzeela mirza,,1,I got disappointed seep mam pe bharosa tha isiliye i got here,Unacademy is not at all good for a middle class student who cannot afford plus or iconic they suggest to take single batch by promising to cover whole syllabus from start and then after joining the batch they say pehle hi do chp hogaye hai naye baccho ko bata raha hu and dont even give access to those lectures cause you have just taken batch they say please take plus subscription and the teachers are also not teachers with full enthusiasm cause they just come with ppt and turn slides dont even make proper notes or provide pdf they have very bad faculty nd facilities i was in nurturo pro batch and I suggest no one to take it and secondly they dont even give refund isse behtar padhai youtube pe hojayegi aapki
Unacademy,Sagnik07,,2,Lagging in iPad Pro M2,"Lagging and frame drops with audio-visual desync issues, on iPad Pro M2."
Unacademy,aka12321,,1,Frauds,Took my money as a subscription. Classes never started.  There is no way to contact them except email which they will never reply to
Unacademy,bsuhabahahhaajanahhahahaha,,1,Bad app don’t waste your money,This is worst app for mppsc … teachers are not interested with interacting students  and they do not provide proper notes of mp topic…. Don’t waste your money guys
Vedantu,Chuck doramon,,5,About the app,It is a wonderful app for preperation for any exams at free of costs and it really such premium and organized. All the materials are available in this app for children and collage and any exam preparation student we can give 5 out of 5 for the app and for its developer I am really feeling good because it provides extra cources in low price of cost
Vedantu,Basaltlava,,1,Need for improvement,This seriously is the worst app rlly needs improvement it feels glitchy. I am a vlearning centre student and it is really difficult for me to access the resources the doubt section glitches everytime. Feels too cheap for an App for a Company like Vedantu 😕
Vedantu,surbhi.123,,1,Fake company,This company is totally fake and fraud. Beware before enrolling your child
Vedantu,_Manav_oo,,5,Very helpful,Very helpful
Vedantu,Kar@2357,,5,Thanks,Finally after requesting multiple times u did it at the end way thanks for the update 😔
Vedantu,deepisharma,,1,vdo rotate ni hoti h,app thk se kam ni krta h or lecture lete tym bhi problem hoti h teacher bht ache but is app me bht problem h
Vedantu,Rockkarthi,,1,Worst app,Don't waste your hard earned money
Vedantu,Raja guhati,,5,IITIAN SAURAV,"Achha hai,    bahuut achha hai"
Vedantu,Donna .R Paulson,,4,Nice,Contents are good but unable to download pdf in IPad kindly help
Vedantu,Swara Ghule,,5,Science,All good concept clear and study material is all the best…
Vedantu,Mocking eagle,,1,Student review,Worst app ….lots of bugs and errors
Vedantu,Banny171106,,3,Help,Hello support team can you update this its to slow and not getting clear picture when i post doubt on vedantu app .
Vedantu,Anshuman ku Jaiswal,,5,Revision,Best revision note’s
Vedantu,Harsh9234,,5,Best app,Best app
Vedantu,K?(&:&):’dmdktd,,4,Review,The app is very useful and effective I have learnt and improved a lot but can u guys make it available in iPad I want the app on my iPad please make this app compatible with iPad aswell
Vedantu,JefinJ003,,2,Not Optimised for Ipad,This app does not work properly in Ipad
Vedantu,Vanshika Pandey,,3,Review,A very bad interface of app. In iPad it’s not in full screen ratio it looks like I have opened the app in my phone . Not user friendly at all
Vedantu,Mahi@817,,5,Best app,The best app for notes and easy to understand go and watch their YouTube channel best
Vedantu,giteshuppal123,,2,Manthan neet,Aapke lecture nhi Chl rahe glitch dikhaya raha what is this
Vedantu,Vaibhav hoax,,1,This app is not working on iOS,Aint working on iOS
Vedantu,Vbshjska,,1,Very bad …,"I have purchased a batch .. I took some classes also.. but now it shows buy again .. why ??? 
I’m unable to open my batch .. ab m kse pdhai kru ??? Totally waste of money.. mtt khareedna koi bhi"
Vedantu,Worst vedantu,,1,Reality of vedantu aap,"Worst app ever used in my whole life 
Choosing this app for study was the worst decision I ever made"
Vedantu,Om sb,,4,Vedanti,The app is friendly and good but a problem is to acces live class we need to pay money and I’m an student
Vedantu,Amir_jawed,,1,Incompatible,This version of app is not compatible with iPad. Please fix this asap.
Vedantu,mscamit2017,,5,Review About Vedantu Learning app,"I have a better experience with vedantu learning app for all students as well as for teachers also and use very systematic way of learning for the students and all contents are lucid and clear and available in a better way.
I suggested that all new students take a short way of learning thorough vedantu app"
