content,score,source,app,clean_review
इंडिया का सबसे गंदा प्लेटफार्म नजर आता है ये अगर कोई स्टूडेंट्स डाउनलोड कर लेता है तो उसको बार बार इतनी कॉल की जाती है जिससे वो इतना परेशान हो जाए कि जैसे उसको खुद में एक गिल्टी पर्सन लगने लगे एजेंट्स जिसको कोर्स लेना होता है वो अपने आप ले लेगा ये कोई तरीका है बार बार कॉल करने का। मैंने हमेशा के लिए अनइंस्टॉल कर दिया है आप लोग भी न ही करे डाउनलोड,1,PlayStore,Unacademy,                                                                           
So many spamm call continoudly after login,1,PlayStore,Unacademy,so many spamm call continoudly after login
Teachers are good but management is so bad,1,PlayStore,Unacademy,teachers are good but management is so bad
very nice app,5,PlayStore,Unacademy,very nice app
"The Unacademy gives the top level content from the country's top educators... There isn't any timepass (Shayari) like some edtech brands like ""Chemistry Walla""",5,PlayStore,Unacademy,the unacademy gives the top level content from the countrys top educators there isnt any timepass shayari like some edtech brands like chemistry walla
CSG FAMILY SO AWESOME 🥰,5,PlayStore,Unacademy,csg family so awesome 
Unacademy is very good and a better app. Here you can study from top educators and here your doubts are cleared 24×7 hours. It is also good for JEE and NEET Exams,5,PlayStore,Unacademy,unacademy is very good and a better app here you can study from top educators and here your doubts are cleared  hours it is also good for jee and neet exams
offline educator are really good,4,PlayStore,Unacademy,offline educator are really good
stop calling scammers,1,PlayStore,Unacademy,stop calling scammers
Thanks Unacademy,5,PlayStore,Unacademy,thanks unacademy
this is the most wonderful experience in my life,5,PlayStore,Unacademy,this is the most wonderful experience in my life
bakwaas aap hai yee please stop calling us thousand times even though we block your numbers please stop calling uss unnecessarily 🙏,1,PlayStore,Unacademy,bakwaas aap hai yee please stop calling us thousand times even though we block your numbers please stop calling uss unnecessarily 
class recording are way too bad on mobiles,1,PlayStore,Unacademy,class recording are way too bad on mobiles
worst edtech platformm...i am a neet aspirant before taking iconic batch they promise me every offline batch recording will be available ...but they are not providing any and my 15000 money seems to be completely goes in vein....,1,PlayStore,Unacademy,worst edtech platformmi am a neet aspirant before taking iconic batch they promise me every offline batch recording will be available but they are not providing any and my  money seems to be completely goes in vein
this app is very best,5,PlayStore,Unacademy,this app is very best
"Average 👍 Madhukar kotwe is the best educator for hindi medium & he is all rounder general studies classes & CSAT class available.mentorship program is very very helpful for UPSC aspirants, & best mentor is Jyoti null 😊",3,PlayStore,Unacademy,average  madhukar kotwe is the best educator for hindi medium  he is all rounder general studies classes  csat class availablementorship program is very very helpful for upsc aspirants  best mentor is jyoti null 
"You will go for admission, then they will talk nicely to you, motivate you a lot and will make you deposit the entire money, after that you will be trapped and after that you will not be able to cancel the admission They will say go to App and generate ticket, after that your ticket will be generated, then they will tell you further how to do it, I tried everything but no ticket is generated That means your money is completely wasted. Whatever they say before taking admission, they are all lies.",1,PlayStore,Unacademy,you will go for admission then they will talk nicely to you motivate you a lot and will make you deposit the entire money after that you will be trapped and after that you will not be able to cancel the admission they will say go to app and generate ticket after that your ticket will be generated then they will tell you further how to do it i tried everything but no ticket is generated that means your money is completely wasted whatever they say before taking admission they are all lies
